family_id	family_label	family_type	member_count	occurrence_count	sample_raw_references	current_bibtex_key	current_status	suggested_local_search_terms	notes
fam-raw-iub1-177	IUB1-177	unclear	1	1	IUB1-177	work899	machine_stub	IUB1-177	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-181	IUB1-181	unclear	1	1	IUB1-181	work900	machine_stub	IUB1-181	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-183	IUB1-183	unclear	1	1	IUB1-183	work901	machine_stub	IUB1-183	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-186	IUB1-186	unclear	1	1	IUB1-186	work902	machine_stub	IUB1-186	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-189	IUB1-189	unclear	1	1	IUB1-189	work903	machine_stub	IUB1-189	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-191-192-bed-b-597-8	iub1 191 192 bed b 597 8	unclear	1	1	IUB1-191, 192 BED B 597-8	work904	machine_stub	iub1 191 192 bed b 597 8	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-193-194	IUB1-193-194	unclear	1	1	IUB1-193-194	work905	machine_stub	IUB1-193-194	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-195-196	IUB1-195-196	unclear	1	1	IUB1-195-196	work906	machine_stub	IUB1-195-196	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-197	IUB1-197	unclear	1	1	IUB1-197	work907	machine_stub	IUB1-197	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-198-199	IUB1-198, 199	unclear	1	1	IUB1-198, 199	work908	machine_stub	IUB1-198, 199	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-200	IUB1-200	unclear	1	1	IUB1-200	work909	machine_stub	IUB1-200	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-201-202	IUB1-201-202	unclear	1	1	IUB1-201-202	work910	machine_stub	IUB1-201-202	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-203	IUB1-203	unclear	1	1	IUB1-203	work911	machine_stub	IUB1-203	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-204	IUB1-204	unclear	1	1	IUB1-204	work912	machine_stub	IUB1-204	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-205	IUB1-205,	unclear	1	1	IUB1-205,	work913	machine_stub	IUB1-205,	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-206	IUB1-206	unclear	1	1	IUB1-206	work914	machine_stub	IUB1-206	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-207	IUB1-207	unclear	1	1	IUB1-207	work915	machine_stub	IUB1-207	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-209-211	IUB1-209-211	unclear	1	1	IUB1-209-211	work916	machine_stub	IUB1-209-211	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-213	IUB1-213	unclear	1	1	IUB1-213	work917	machine_stub	IUB1-213	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-216	IUB1-216	unclear	1	1	IUB1-216	work918	machine_stub	IUB1-216	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-219-220	IUB1-219-220	unclear	1	1	IUB1-219-220	work919	machine_stub	IUB1-219-220	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-222-223	IUB1-222-223	unclear	1	1	IUB1-222-223	work920	machine_stub	IUB1-222-223	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-224	IUB1-224	unclear	1	1	IUB1-224	work921	machine_stub	IUB1-224	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-225-304	IUB1-225 & 304	unclear	1	1	IUB1-225 & 304	work922	machine_stub	IUB1-225 & 304	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-226-305	IUB1-226 & 305	unclear	1	1	IUB1-226 & 305	work923	machine_stub	IUB1-226 & 305	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-227-228	IUB1-227-228	unclear	1	1	IUB1-227-228	work924	machine_stub	IUB1-227-228	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-253-254	IUB1-253-254	unclear	1	1	IUB1-253-254	work925	machine_stub	IUB1-253-254	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-255	IUB1-255	unclear	1	1	IUB1-255	work926	machine_stub	IUB1-255	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-257	IUB1-257	unclear	1	1	IUB1-257	work927	machine_stub	IUB1-257	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-258	IUB1-258	unclear	1	1	IUB1-258	work928	machine_stub	IUB1-258	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-269	IUB1-269	unclear	1	1	IUB1-269	work929	machine_stub	IUB1-269	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-271	IUB1-271	unclear	1	1	IUB1-271	work930	machine_stub	IUB1-271	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-287	IUB1-287	unclear	1	1	IUB1-287	work931	machine_stub	IUB1-287	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-288	IUB1-288	unclear	1	1	IUB1-288	work932	machine_stub	IUB1-288	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-291-292	IUB1-291-292	unclear	1	1	IUB1-291-292	work933	machine_stub	IUB1-291-292	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-293	IUB1-293	unclear	1	1	IUB1-293	work934	machine_stub	IUB1-293	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-294	IUB1-294	unclear	1	1	IUB1-294	work935	machine_stub	IUB1-294	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-296	IUB1-296	unclear	1	1	IUB1-296	work936	machine_stub	IUB1-296	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-298	IUB1-298	unclear	1	1	IUB1-298	work937	machine_stub	IUB1-298	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-299	IUB1-299	unclear	1	1	IUB1-299	work938	machine_stub	IUB1-299	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-300	IUB1-300	unclear	1	1	IUB1-300	work939	machine_stub	IUB1-300	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-301	IUB1-301	unclear	1	1	IUB1-301	work940	machine_stub	IUB1-301	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-302-303	IUB1-302-303	unclear	1	1	IUB1-302-303	work941	machine_stub	IUB1-302-303	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-306-307	IUB1-306-307	unclear	1	1	IUB1-306-307	work942	machine_stub	IUB1-306-307	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-308	IUB1-308	unclear	1	1	IUB1-308	work943	machine_stub	IUB1-308	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-309	IUB1-309	unclear	1	1	IUB1-309	work944	machine_stub	IUB1-309	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-32	IUB1-32	unclear	1	1	IUB1-32	work945	machine_stub	IUB1-32	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-33	IUB1-33	unclear	1	1	IUB1-33	work946	machine_stub	IUB1-33	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-34-35	IUB1-34-35	unclear	1	1	IUB1-34-35	work947	machine_stub	IUB1-34-35	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-36	IUB1-36,	unclear	1	1	IUB1-36,	work948	machine_stub	IUB1-36,	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-37	IUB1-37,	unclear	1	1	IUB1-37,	work949	machine_stub	IUB1-37,	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-38-39	IUB1-38-39	unclear	1	1	IUB1-38-39	work950	machine_stub	IUB1-38-39	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-40	IUB1-40	unclear	1	1	IUB1-40	work951	machine_stub	IUB1-40	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-47	IUB1-47	unclear	1	1	IUB1-47	work952	machine_stub	IUB1-47	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-49	IUB1-49	unclear	1	1	IUB1-49	work953	machine_stub	IUB1-49	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-52	IUB1-52,	unclear	1	1	IUB1-52,	work954	machine_stub	IUB1-52,	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-67	IUB1-67,	unclear	1	1	IUB1-67,	work955	machine_stub	IUB1-67,	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-68	IUB1-68	unclear	1	1	IUB1-68	work956	machine_stub	IUB1-68	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-75	IUB1-75	unclear	1	1	IUB1-75	work957	machine_stub	IUB1-75	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-78	IUB1-78	unclear	1	1	IUB1-78	work958	machine_stub	IUB1-78	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-80	IUB1-80,	unclear	1	1	IUB1-80,	work959	machine_stub	IUB1-80,	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-81	IUB1-81	unclear	1	1	IUB1-81	work960	machine_stub	IUB1-81	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-86	IUB1-86,	unclear	1	1	IUB1-86,	work961	machine_stub	IUB1-86,	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-90	IUB1-90	unclear	1	1	IUB1-90	work962	machine_stub	IUB1-90	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-93	IUB1-93,	unclear	1	1	IUB1-93,	work963	machine_stub	IUB1-93,	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-94	IUB1-94	unclear	1	1	IUB1-94	work964	machine_stub	IUB1-94	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-98	IUB1-98	unclear	1	1	IUB1-98	work965	machine_stub	IUB1-98	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1-bed-b-600-7	IUB1- BED B 600-7	unclear	1	1	IUB1- BED B 600-7	work966	machine_stub	IUB1- BED B 600-7	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1184-185	IUB1184, 185	unclear	1	1	IUB1184, 185	work967	machine_stub	IUB1184, 185	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub1bm1-84	IUB1BM1--84	unclear	1	1	IUB1BM1--84	work968	machine_stub	IUB1BM1--84	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub2-132	IUB2-132	unclear	1	1	IUB2-132	work969	machine_stub	IUB2-132	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub2-133	IUB2-133	unclear	1	1	IUB2-133	work970	machine_stub	IUB2-133	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub2-134	IUB2-134	unclear	1	1	IUB2-134	work971	machine_stub	IUB2-134	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub2-135	IUB2-135	unclear	1	1	IUB2-135	work972	machine_stub	IUB2-135	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub2-136	IUB2-136	unclear	1	1	IUB2-136	work973	machine_stub	IUB2-136	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub2-137	IUB2-137	unclear	1	1	IUB2-137	work974	machine_stub	IUB2-137	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub2-138	IUB2-138	unclear	1	1	IUB2-138	work975	machine_stub	IUB2-138	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub2-186-187	IUB2-186-187	unclear	1	1	IUB2-186-187	work976	machine_stub	IUB2-186-187	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub2-197	IUB2-197	unclear	1	1	IUB2-197	work977	machine_stub	IUB2-197	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub2-198	IUB2-198	unclear	1	1	IUB2-198	work978	machine_stub	IUB2-198	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub2-200	IUB2-200	unclear	1	1	IUB2-200	work979	machine_stub	IUB2-200	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub2-202	IUB2-202	unclear	1	1	IUB2-202	work980	machine_stub	IUB2-202	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub2-203	IUB2-203	unclear	1	1	IUB2-203	work981	machine_stub	IUB2-203	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub2-204	IUB2-204	unclear	1	1	IUB2-204	work982	machine_stub	IUB2-204	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub2-205	IUB2-205	unclear	1	1	IUB2-205	work983	machine_stub	IUB2-205	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub2-206	IUB2-206	unclear	1	1	IUB2-206	work984	machine_stub	IUB2-206	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub2-207	IUB2-207	unclear	1	1	IUB2-207	work985	machine_stub	IUB2-207	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub2-209	IUB2-209	unclear	1	1	IUB2-209	work986	machine_stub	IUB2-209	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub2-210	IUB2-210	unclear	1	1	IUB2-210	work987	machine_stub	IUB2-210	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub2-212	IUB2-212	unclear	1	1	IUB2-212	work988	machine_stub	IUB2-212	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub2-225-226	IUB2-225-226	unclear	1	1	IUB2-225-226	work989	machine_stub	IUB2-225-226	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub2-229	IUB2-229	unclear	1	1	IUB2-229	work990	machine_stub	IUB2-229	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub2-231	IUB2-231	unclear	1	1	IUB2-231	work991	machine_stub	IUB2-231	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub2-232	IUB2-232	unclear	1	1	IUB2-232	work992	machine_stub	IUB2-232	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub2-233-bed-b-557-4	iub2 233 bed b 557 4	unclear	1	1	IUB2-233 BED B 557-4	work993	machine_stub	iub2 233 bed b 557 4	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub2-250	IUB2-250	unclear	1	1	IUB2-250	work994	machine_stub	IUB2-250	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub2-254	IUB2-254	unclear	1	1	IUB2-254	work995	machine_stub	IUB2-254	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub2-259	IUB2-259	unclear	1	1	IUB2-259	work996	machine_stub	IUB2-259	Prioritize local library or Frasch-preface evidence review.
fam-raw-iub2-260	IUB2-260	unclear	1	1	IUB2-260	work997	machine_stub	IUB2-260	Prioritize local library or Frasch-preface evidence review.
fam-raw-list-106	copy List 106	unclear	1	1	copy List 106	work998	machine_stub	copy List 106	Prioritize local library or Frasch-preface evidence review.
fam-raw-list-114	copy List 114	unclear	1	1	copy List 114	work999	machine_stub	copy List 114	Prioritize local library or Frasch-preface evidence review.
fam-raw-list-150	copy List 150	unclear	1	1	copy List 150	work1000	machine_stub	copy List 150	Prioritize local library or Frasch-preface evidence review.
fam-raw-list-163-162	copy List 163 (162?)	unclear	1	1	copy List 163 (162?)	work1001	machine_stub	copy List 163 (162?)	Prioritize local library or Frasch-preface evidence review.
fam-raw-list-221	copy List 221	unclear	1	1	copy List 221	work1002	machine_stub	copy List 221	Prioritize local library or Frasch-preface evidence review.
fam-raw-list-28-dated-cs-433-1071	list 28 dated cs 433 1071	unclear	1	1	copy List 28 (dated CS 433/ 1071)	work1003	machine_stub	list 28 dated cs 433 1071	Prioritize local library or Frasch-preface evidence review.
fam-raw-list-316-317	copy List 316-317	unclear	1	1	copy List 316-317	work1004	machine_stub	copy List 316-317	Prioritize local library or Frasch-preface evidence review.
fam-raw-list-347	copy List 347	unclear	1	1	copy List 347	work1005	machine_stub	copy List 347	Prioritize local library or Frasch-preface evidence review.
fam-raw-list-402	copy List 402	unclear	1	1	copy List 402	work1006	machine_stub	copy List 402	Prioritize local library or Frasch-preface evidence review.
fam-raw-list-427	copy List 427	unclear	1	1	copy List 427	work1007	machine_stub	copy List 427	Prioritize local library or Frasch-preface evidence review.
fam-raw-list-486	copy List 486	unclear	1	1	copy List 486	work1008	machine_stub	copy List 486	Prioritize local library or Frasch-preface evidence review.
fam-raw-list-5	copy List 5	unclear	1	1	copy List 5	work1009	machine_stub	copy List 5	Prioritize local library or Frasch-preface evidence review.
fam-raw-lubeigt-pagan	Lubeigt, Pagan, p. 339	unclear	1	1	Lubeigt, Pagan, p. 339	lubeigtpagan	machine_stub	Lubeigt, Pagan, p. 339, Lubeigt, Pagan	Prioritize local library or Frasch-preface evidence review.
fam-raw-luce-2829	Luce 2829	unclear	1	1	Luce 2829	work1010	machine_stub	Luce 2829	Prioritize local library or Frasch-preface evidence review.
fam-raw-luce-c-570	Luce C 570	unclear	1	1	Luce C 570	work1011	machine_stub	Luce C 570	Prioritize local library or Frasch-preface evidence review.
fam-raw-luce-files-g-1763	Luce files G 1763	unclear	1	1	Luce files G 1763	work1012	machine_stub	Luce files G 1763	Prioritize local library or Frasch-preface evidence review.
fam-raw-luce-g-1899	Luce G 1899	unclear	1	1	Luce G 1899	1899work	machine_stub	Luce G 1899	Prioritize local library or Frasch-preface evidence review.
fam-raw-luce-g-1964	Luce G 1964	unclear	1	1	Luce G 1964	1964work	machine_stub	Luce G 1964	Prioritize local library or Frasch-preface evidence review.
fam-raw-luce-obep	Luce, OBEP, p. 109	unclear	1	1	Luce, OBEP, p. 109	luceobep	machine_stub	Luce, OBEP, p. 109, Luce, OBEP	Prioritize local library or Frasch-preface evidence review.
fam-raw-luce-obep-1	Luce, OBEP 1, p. 117-25	unclear	1	1	Luce, OBEP 1, p. 117-25	luceobep2	machine_stub	Luce, OBEP 1, p. 117-25, Luce, OBEP 1	Prioritize local library or Frasch-preface evidence review.
fam-raw-mm-3	copy MM 3, no. 30, p. 131	unclear	1	1	copy MM 3, no. 30, p. 131	work1013	machine_stub	copy MM 3, no. 30, p. 131	Prioritize local library or Frasch-preface evidence review.
fam-raw-myaketu-nandhale-hmattan	Myaketu, Nandhale Hmattan, p. 29-30	unclear	1	1	Myaketu, Nandhale Hmattan, p. 29-30	myaketunandhale	machine_stub	Myaketu, Nandhale Hmattan, p. 29-30, Myaketu, Nandhale Hmattan	Prioritize local library or Frasch-preface evidence review.
fam-raw-nce-list-216	NCE List 216	unclear	1	1	NCE List 216	work1014	machine_stub	NCE List 216	Prioritize local library or Frasch-preface evidence review.
fam-raw-other-copies-are-list-148	other copies are List 148	unclear	1	1	other copies are List 148	work1015	machine_stub	other copies are List 148	Prioritize local library or Frasch-preface evidence review.
fam-raw-partly-in-list	partly in List	unclear	1	1	partly in List	work1016	machine_stub	partly in List	Prioritize local library or Frasch-preface evidence review.
fam-raw-partly-list-116	copy (partly): List 116	unclear	1	1	copy (partly): List 116	work1017	machine_stub	copy (partly): List 116	Prioritize local library or Frasch-preface evidence review.
fam-raw-ref-pl-i-73	Ref.: Pl. I 73	unclear	1	1	Ref.: Pl. I 73	work1018	machine_stub	Ref.: Pl. I 73	Prioritize local library or Frasch-preface evidence review.
fam-raw-rsasb-1912	RSASB 1912, p. 34	unclear	1	1	RSASB 1912, p. 34	1912work	machine_stub	RSASB 1912, p. 34	Prioritize local library or Frasch-preface evidence review.
fam-raw-rsasb-1915	RSASB 1915, p. 57	unclear	1	1	RSASB 1915, p. 57	1915work	machine_stub	RSASB 1915, p. 57	Prioritize local library or Frasch-preface evidence review.
fam-raw-rsasb-1926	RSASB 1926, p. 26	unclear	1	1	RSASB 1926, p. 26	1926work	machine_stub	RSASB 1926, p. 26	Prioritize local library or Frasch-preface evidence review.
fam-raw-rsasb-926-and-app-g	RSASB 926, p. 26 and App. G, no. 13	unclear	1	1	RSASB 926, p. 26 and App. G, no. 13	work1019	machine_stub	RSASB 926, p. 26 and App. G, no. 13	Prioritize local library or Frasch-preface evidence review.
fam-raw-similar-but-incomplete-version-pl-ii-144	similar but incomplete version Pl. II 144	book	1	1	similar but incomplete version Pl. II 144	work1020	machine_stub	similar but incomplete version Pl. II 144	Prioritize local library or Frasch-preface evidence review.
fam-raw-strachan-pagan	Strachan, Pagan, p. 127-8	unclear	1	1	Strachan, Pagan, p. 127-8	strachanpagan	machine_stub	Strachan, Pagan, p. 127-8, Strachan, Pagan	Prioritize local library or Frasch-preface evidence review.
fam-raw-than-tun-hnaung-dwe	Than Tun, Hnaung-dwe, no. 8, p. 18	unclear	1	1	Than Tun, Hnaung-dwe, no. 8, p. 18	tunhnaung	machine_stub	Than Tun, Hnaung-dwe, no. 8, p. 18, Than Tun, Hnaung-dwe, no. 8	Prioritize local library or Frasch-preface evidence review.
fam-raw-u-maung-maung-lat-nos-1-2	u maung maung lat nos 1 2	unclear	1	1	U Maung Maung Lat, nos. 1+2	latwork	machine_stub	u maung maung lat nos 1 2, U Maung Maung Lat	Prioritize local library or Frasch-preface evidence review.
fam-raw-u-nyein-maung-s-update-to-obi-5-htupayon	u nyein maung s update to obi 5 htupayon	unclear	1	1	U Nyein Maung’s update to OBI 5 (Htupayon), p. 2	work1021	machine_stub	u nyein maung s update to obi 5 htupayon	Prioritize local library or Frasch-preface evidence review.
fam-raw-u-nyein-maung-she-haung-pancama-twe-nauk-hset-twe	u nyein maung she haung pancama twe nauk hset twe	unclear	1	1	U Nyein Maung, She-haung … Pancama-twe Nauk-hset-…	maungshe	machine_stub	u nyein maung she haung pancama twe nauk hset twe, U Nyein Maung, She-haung … Pancama-twe Nauk-hset-twe	Prioritize local library or Frasch-preface evidence review.
fam-raw-ub1	UB1, p. 287	unclear	1	1	UB1, p. 287	work1024	machine_stub	UB1, p. 287	Prioritize local library or Frasch-preface evidence review.
fam-raw-unknown	. .	unclear	1	1	. .	work1025	machine_stub	. .	Prioritize local library or Frasch-preface evidence review.
